id,name,rating,themes,keywords,involved_companies,first_release_year
338320,Devil May Cry,0,[],[],"[""Capcom""]",
398,Final Fantasy XII,84.7,"[""Action"", ""Fantasy"", ""Sandbox"", ""Open world""]","[""pirates"", ""magic"", ""grinding"", ""minigames"", ""story driven"", ""kingdom"", ""turn-based"", ""prequel"", ""summoning support"", ""death"", ""military"", ""steampunk"", ""action-adventure"", ""micromanagement"", ""multiple protagonists"", ""backtracking"", ""princess"", ""artificial intelligence"", ""dialogue trees"", ""sacrifice"", ""conspiracy"", ""mad scientist"", ""day/night cycle"", ""sword & sorcery"", ""boss fight"", ""explosion"", ""anthropomorphism"", ""attributes"", ""leveling up"", ""voice acting"", ""human"", ""polygonal 3d"", ""shopping"", ""skill points in game"", ""bow and arrow"", ""loot gathering"", ""transforming boss"", ""love triangle"", ""rat"", ""party system"", ""special attacks"", ""full motion video"", ""original soundtrack release"", ""motion blur"", ""non-player character"", ""profanity"", ""save point"", ""tyrannosaurus rex"", ""treasure chest"", ""side quests"", ""resistance"", ""questing"", ""potion"", ""melee"", ""real-time combat"", ""a.i. companion"", ""blindness"", ""male antagonist"", ""stat tracking"", ""optional boss"", ""in-game achievements"", ""political thriller"", ""mercenary"", ""coming of age"", ""floating island"", ""depression"", ""terrorists"", ""british accent"", ""healer"", ""been here before"", ""level cap"", ""skill tree"", ""motion capture animation"", ""multiple enemy boss fights"", ""particle system"", ""summoners"", ""plot twist"", ""cutscene pause"", ""tech trees"", ""pausable real time combat"", ""regicide"", ""mana"", ""not-so-bad guys"", ""teenager"", ""androgyny"", ""in-engine cinematic"", ""ai programming"", ""poisoning"", ""scripted events"", ""surprising character switches"", ""basilisks"", ""fast traveling"", ""innocent people die"", ""context sensitive"", ""airship"", ""disc streaming"", ""restoration"", ""creature compendium"", ""status effects"", ""black magic"", ""seasons"", ""fictional currencies"", ""tragic hero"", ""pickpocketing anatomy"", ""steelbook"", ""bounty hunting"", ""corruption"", ""heroic sacrifice"", ""war veterans"", ""dark past"", ""j-pop"", ""evil empire"", ""reluctant hero"", ""adamantium"", ""greatest hits"", ""white magic"", ""geomancer"", ""passive ability"", ""kill quest"", ""pom-pom"", ""tragic villain"", ""promotional drink tie-in"", ""international version"", ""localized soundtrack"", ""soft reset"", ""fate""]","[""Square Enix"", ""Square Enix Product Development Division 4""]",2006
9600,Persona 4,87.3,"[""Fantasy"", ""Comedy"", ""Drama"", ""Open world""]","[""life simulation"", ""basketball"", ""martial arts"", ""anime"", ""serial killer"", ""detective"", ""murder"", ""investigation"", ""magic"", ""grinding"", ""crime solving"", ""dating"", ""turn-based"", ""summoning support"", ""ps2"", ""fishing"", ""21st century"", ""death"", ""cooking"", ""mythology"", ""multiple protagonists"", ""bromance"", ""party-based combat"", ""chosen one"", ""multiple endings"", ""modern"", ""high school"", ""dialogue trees"", ""crime"", ""fox"", ""billiards"", ""sequel"", ""resurrection"", ""dreams"", ""silent protagonist"", ""good vs evil"", ""party-based"", ""turn-based combat"", ""day/night cycle"", ""harem"", ""puppet"", ""boss fight"", ""anthropomorphism"", ""genie"", ""throwing weapons"", ""students"", ""alternate costumes"", ""leveling up"", ""voice acting"", ""cat"", ""broken english"", ""mind control"", ""human"", ""polygonal 3d"", ""shopping"", ""transforming boss"", ""love triangle"", ""deliberately retro"", ""party system"", ""cameo appearance"", ""randomly generated dungeons"", ""cartoon cutscene"", ""original soundtrack release"", ""non-player character"", ""save point"", ""buddhism"", ""treasure chest"", ""moral decisions"", ""branching storyline"", ""melee"", ""adultery"", ""fusion"", ""stat tracking"", ""unbeatable enemies"", ""optional boss"", ""difficulty level"", ""internet culture reference"", ""female antagonist"", ""subtitled silence"", ""vending machine interaction"", ""coming of age"", ""cross culture language skills"", ""shinto"", ""order and chaos"", ""punctuation mark above head"", ""villain"", ""been here before"", ""nurse"", ""hallucination"", ""multiple enemy boss fights"", ""unskippable cutscene"", ""alternate reality"", ""camera control"", ""power of friendship"", ""not-so-bad guys"", ""teenager"", ""recurring character"", ""meme origin"", ""androgyny"", ""camping"", ""book adaptation"", ""ambient music"", ""cross-dressing"", ""new protagonist in sequel"", ""day-based narrative"", ""fake tv show"", ""women in refrigerators syndrome"", ""new game plus"", ""fire manipulation"", ""resized enemy"", ""journalist"", ""fast traveling"", ""dream sequence"", ""battle screen"", ""sociopathy"", ""adapted to - anime"", ""status effects"", ""ghoul"", ""phoenix"", ""sealing your own fate"", ""unrequited love"", ""contextual controller rumble"", ""seasons"", ""impossible to lose"", ""tomboy"", ""yandere"", ""potential love interest"", ""false death"", ""health from romance"", ""j-pop"", ""skull for a head"", ""gender exclusive equipment"", ""comic relief"", ""monsters that look suspiciously like genitalia"", ""ps2 classics"", ""western published japanese games"", ""monomyth"", ""framing"", ""inner-thoughts world"", ""changing dimensions"", ""forensics"", ""promotional drink tie-in"", ""adapted to - theater"", ""modern day mythology"", ""male protagonist"", ""dating simulation"", ""philosophical"", ""turn-based rpg""]","[""Atlus"", ""Ubisoft Australia""]",2008
1748,Mega Man X8,74.3,"[""Action"", ""Science fiction""]","[""cyberpunk"", ""death"", ""robots"", ""2.5d"", ""side-scrolling"", ""multiple protagonists"", ""multiple endings"", ""sequel"", ""level selection"", ""high score"", ""wall jump"", ""boss fight"", ""explosion"", ""voice acting"", ""game title announcer"", ""protagonist's name in the title"", ""ranking system"", ""upgradeable weapons"", ""transforming boss"", ""licensed soundtrack"", ""checkpoints"", ""robot protagonist"", ""speedrun"", ""fictional currencies""]","[""Capcom Production Studio 1"", ""Capcom""]",2004
1135,Castlevania: Lament of Innocence,79.4,"[""Action""]","[""prequel"", ""vampire hunter""]","[""Konami""]",2003
9763,Ace Combat 04: Shattered Skies,83.5,"[""Action"", ""Warfare""]","[""modern warfare"", ""helicopter"", ""combat flight simulator"", ""flight simulator"", ""death"", ""military"", ""flight"", ""artificial intelligence"", ""tank"", ""silent protagonist"", ""airplane"", ""split-screen multiplayer"", ""modern military"", ""60 fps on consoles"", ""voice acting"", ""original soundtrack release"", ""escort mission"", ""male antagonist"", ""mirage"", ""new game plus"", ""eurofighter typhoon"", ""clouds""]","[""Namco""]",2001
114865,God Hand,0,"[""Action""]",[],"[""3D Factory""]",2019
11793,Valkyrie Profile 2: Silmeria,79.9,"[""Fantasy""]","[""norse mythology"", ""jrpg""]","[""Square Enix"", ""tri-Ace"", ""Square Enix Product Development Division 10""]",2006
1137,Castlevania: Curse of Darkness,74.6,"[""Action"", ""Horror""]","[""exploration"", ""vampire"", ""horse"", ""action-adventure"", ""backtracking"", ""wolf"", ""no jumping"", ""explosion"", ""60 fps on consoles"", ""shopping"", ""collectibles"", ""original soundtrack release"", ""descendants of other characters"", ""minotaurs"", ""real-time combat"", ""christianity"", ""villain"", ""women in refrigerators syndrome"", ""playable boss"", ""ancient curse"", ""male protagonist""]","[""Konami""]",2005
222341,Silent Hill 2,91.1,"[""Action"", ""Horror"", ""Survival"", ""Drama"", ""Mystery""]","[""violence"", ""psychological horror"", ""gore"", ""survival horror"", ""psychological""]","[""Bloober Team"", ""Konami"", ""Anshar Studios""]",2024
1529,Jak II,79.9,"[""Action"", ""Science fiction"", ""Comedy"", ""Open world""]","[""exploration"", ""time travel"", ""minigames"", ""mascot"", ""extreme sports"", ""action-adventure"", ""backtracking"", ""building"", ""artificial intelligence"", ""king of the hill"", ""revenge"", ""alter ego"", ""teleportation"", ""sequel"", ""climbing"", ""swimming"", ""day/night cycle"", ""playstation network"", ""boss fight"", ""single-player only"", ""anthropomorphism"", ""platform exclusive"", ""playstation trophies"", ""60 fps on consoles"", ""world map"", ""voice acting"", ""protagonist's name in the title"", ""ranking system"", ""language selection"", ""polygonal 3d"", ""game reference"", ""cameo appearance"", ""collectibles"", ""non-player character"", ""descendants of other characters"", ""save point"", ""checkpoints"", ""unstable platforms"", ""auto-saving"", ""useable vehicles"", ""infinite ammo"", ""difficulty level"", ""self-referential humor"", ""moving platforms"", ""destructible environment"", ""been here before"", ""temporary invincibility"", ""poverty"", ""over 100% completion"", ""mirror mode"", ""ancient advanced civilization technology"", ""grind"", ""new game plus"", ""time paradox"", ""time trials"", ""propaganda"", ""superpowers"", ""cutscene menu"", ""reversible cover art"", ""combat-based platformer"", ""disc streaming"", ""secret identity"", ""invented language"", ""trilogy"", ""second person perspective"", ""timeskip"", ""another world"", ""carjacking"", ""running gag"", ""rail shooting segment"", ""dark second act"", ""running towards the screen"", ""elevators that mask loading times"", ""big head mode"", ""greatest hits"", ""collection marathon"", ""comic relief"", ""damage over time"", ""cinematic jump"", ""male protagonist""]","[""Naughty Dog"", ""Sony Computer Entertainment""]",2003
144612,Ico,74.6,"[""Action"", ""Fantasy"", ""Drama""]","[""ghosts"", ""female protagonist"", ""action-adventure"", ""sacrifice"", ""possession"", ""damsel in distress"", ""escort mission"", ""real-time combat"", ""environmental puzzles"", ""wraparound world"", ""no hud"", ""temporary invincibility"", ""no dialogue"", ""invented language""]","[""Bluepoint Games"", ""Team Ico"", ""SCE Japan Studio"", ""Sony Computer Entertainment""]",2012
972,Resident Evil Outbreak,63.6,"[""Action"", ""Horror"", ""Survival""]","[""zombies"", ""bloody"", ""disease"", ""murder"", ""shark"", ""death"", ""female protagonist"", ""action-adventure"", ""multiple protagonists"", ""multiple endings"", ""undead"", ""mutants"", ""online"", ""hiding"", ""survival horror"", ""dog"", ""hunter"", ""boss fight"", ""fixed camera"", ""explosion"", ""character select screen"", ""game title announcer"", ""polygonal 3d"", ""multiple storylines"", ""non-player character"", ""extreme violence"", ""melee"", ""a.i. companion"", ""difficulty level"", ""non-linear storytelling"", ""recurring boss"", ""been here before"", ""to be continued"", ""unlockable difficulty level"", ""vore"", ""motion capture animation"", ""speedrun"", ""new protagonist in sequel"", ""zombie protagonist"", ""playing dead"", ""greatest hits"", ""tank controls"", ""buddy system"", ""zombie virus""]","[""Capcom"", ""Capcom Production Studio 1""]",2003
43680,Dance Dance Revolution Extreme,91.0,"[""Party""]","[""fitness"", ""dancing"", ""high score"", ""music and rhythm"", ""polygonal 3d"", ""motion control"", ""eyetoy support"", ""difficulty level"", ""peripherals"", ""musical peripherals"", ""konami code"", ""gesture-based controls"", ""j-pop"", ""two difficulty levels at once"", ""dance mat""]","[""Konami"", ""Konami Computer Entertainment Tokyo"", ""Bemani""]",2002
2984,Dynasty Warriors 3,69.8,"[""Action"", ""Historical""]","[""martial arts"", ""horse"", ""war"", ""multiple protagonists"", ""artificial intelligence"", ""sequel"", ""horse riding"", ""leveling up"", ""character select screen"", ""voice acting"", ""polygonal 3d"", ""bow and arrow"", ""unlockables"", ""melee"", ""multiple gameplay perspectives"", ""presidential protagonist"", ""button mashing"", ""in-game moves list"", ""dual wielding"", ""playable boss"", ""crowd control"", ""greatest hits"", ""soft reset""]","[""Koei"", ""Omega Force""]",2001
289037,Tekken Tag Tournament,79.4,"[""Action"", ""Science fiction""]",[],"[""Namco""]",2000
201771,Nana,0,[],"[""yume nikki fangame""]",[],2020
8172,Virtua Racing,63.0,"[""Action""]","[""demake"", ""high score"", ""race cars"", ""motorsports"", ""human"", ""polygonal 3d"", ""original soundtrack release"", ""non-player character"", ""multiple gameplay perspectives"", ""commentary"", ""particle system"", ""multiplayer lan"", ""camera shift"", ""arcade driving physics"", ""contextual controller rumble"", ""dual-monitor arcade games"", ""sports cars"", ""multi-monitor support"", ""oddly-shaped cartridge""]","[""Sega AM2"", ""Sega"", ""Tec Toy""]",1992
11595,Namco X Capcom,0,"[""Action""]","[""crossover""]","[""Namco"", ""Monolith Soft""]",2005
968,Resident Evil Code: Veronica,69.1,"[""Action"", ""Horror"", ""Survival""]","[""zombies""]","[""Eidos Interactive"", ""Capcom"", ""Sega"", ""Nextech"", ""Tose"", ""Capcom Production Studio 4""]",2000
1481,Gradius III,70.2,"[""Action"", ""Science fiction""]","[""shoot 'em up"", ""death"", ""spaceship"", ""side-scrolling"", ""sequel"", ""high score"", ""boss fight"", ""explosion"", ""bonus stage"", ""upgradeable weapons"", ""collectibles"", ""checkpoints"", ""auto-saving"", ""konami code"", ""planet jumping"", ""auto-scrolling levels"", ""upgradeable vehicles"", ""shoot the core"", ""dynamic difficulty"", ""retroachievements""]","[""Konami""]",1989
86343,Capcom vs. SNK 2 EO,73.0,"[""Action""]","[""street fighting"", ""1v1"", ""2d fighter"", ""2d fighting""]","[""Capcom""]",2003
63,Escape from Monkey Island,74.6,"[""Fantasy"", ""Historical"", ""Comedy""]","[""pirates"", ""ghosts"", ""mech"", ""parody"", ""humour"", ""graphic adventure"", ""bird"", ""dialogue trees"", ""sailing"", ""talking animals"", ""single-player only"", ""monkey"", ""game critics awards"", ""voice acting"", ""bink video"", ""polygonal 3d"", ""breaking the fourth wall"", ""pop culture reference"", ""game reference"", ""non-player character"", ""treasure chest"", ""self-referential humor"", ""parrot"", ""vending machine interaction"", ""robbery"", ""catapult"", ""dart"", ""been here before"", ""starfish"", ""item combination"", ""overweight character"", ""iron maiden"", ""time paradox"", ""running gag"", ""pre-rendered backgrounds"", ""undead pirates"", ""pc to console port"", ""tank controls"", ""framing"", ""infinite pockets""]","[""Aspyr Media"", ""Westlake Interactive"", ""LucasArts""]",2000
1506,Front Mission 5: Scars of the War,0,"[""Action"", ""Science fiction"", ""Warfare""]","[""mech"", ""srpg""]","[""Square Enix"", ""Square Enix Product Development Division 6""]",2005
376,Metal Gear Solid 2: Sons of Liberty,88.9,"[""Action"", ""Stealth""]","[""ps2"", ""regional censorship""]","[""Konami"", ""Konami Computer Entertainment Japan""]",2001
222486,Silent Hill 3,83.8,"[""Horror"", ""Survival"", ""Drama"", ""Mystery""]",[],"[""Konami"", ""Hijinx Studios""]",2012
22595,Magna Carta: Tears of Blood,0,[],[],"[""Softmax"", ""Atlus"", ""Sony Computer Entertainment"", ""Banpresto"", ""505 Game Street""]",2004
43454,Sega Ages 2500 Vol. 1: Phantasy Star Generation - 1,0,"[""Fantasy"", ""Science fiction""]","[""magic"", ""female protagonist"", ""artificial intelligence"", ""high score"", ""dreams"", ""leveling up"", ""cat"", ""shopping"", ""loot gathering"", ""party system"", ""non-player character"", ""treasure chest"", ""melee"", ""unbeatable enemies"", ""coming of age"", ""plot twist"", ""random encounter"", ""battle screen"", ""fan translation - english"", ""sega ages""]","[""3D Ages"", ""D3 Publisher"", ""Sega""]",2003
5857,Guilty Gear Isuka,58.8,"[""Action""]","[""anime"", ""brawler"", ""steam"", ""heavy metal"", ""melee"", ""rock music"", ""androgyny"", ""cross-dressing"", ""finishing move"", ""in-game moves list"", ""retroactive achievements"", ""removed from gog.com"", ""xbox 360 backwards compatibility"", ""previously on - gametap""]","[""505 Games"", ""Zoo Digital"", ""Arc System Works"", ""Sourcenext"", ""Sammy""]",2003
9144,Guilty Gear XX Slash,0,"[""Action""]","[""anime"", ""guitar playing"", ""heavy metal"", ""character select screen"", ""release upgrade"", ""instant kill"", ""rock music"", ""evo championship series"", ""animation canceling"", ""androgyny"", ""finishing move"", ""retroactive achievements"", ""retroachievements""]","[""Arc System Works""]",2005
1747,Mega Man X7,40.0,"[""Action"", ""Science fiction""]","[""cyberpunk"", ""robots"", ""multiple endings"", ""sequel"", ""level selection"", ""high score"", ""wall jump"", ""boss fight"", ""voice acting"", ""game title announcer"", ""protagonist's name in the title"", ""unlockables"", ""checkpoints"", ""robot protagonist"", ""fictional currencies""]","[""Capcom Production Studio 3"", ""Capcom""]",2003
9141,Guilty Gear X,77.2,"[""Action""]","[""martial arts"", ""anime"", ""guitar playing"", ""heavy metal"", ""character select screen"", ""melee"", ""release upgrade"", ""rock music"", ""evo championship series"", ""games on demand"", ""androgyny"", ""cross-dressing"", ""finishing move"", ""rushdown"", ""in-game moves list"", ""random character selection"", ""retroactive achievements"", ""budget title"", ""xbox 360 backwards compatibility""]","[""Arc System Works"", ""Sammy"", ""i-Dreamsoft"", ""Virgin Entertainment"", ""CyberFront""]",2000
201562,Bleach,0,"[""Action""]",[],[],
11314,Unlimited SaGa,44.3,"[""Action"", ""Fantasy"", ""Sandbox""]","[""turn-based"", ""jrpg"", ""multiple protagonists"", ""party-based combat"", ""multiple endings"", ""shopping"", ""multiple storylines"", ""original soundtrack release"", ""moral decisions"", ""branching storyline"", ""non-linear storytelling"", ""battle screen"", ""retroactive achievements""]","[""Atari Europe"", ""Square Enix"", ""Square"", ""Square Product Development Division 2""]",2002
301925,Kingdom Hearts,0,"[""Action""]","[""v-cast""]","[""Superscape"", ""Disney Mobile""]",2004
221998,Kingdom Hearts II Final Mix,84.1,"[""Action"", ""Fantasy"", ""Comedy""]",[],"[""Square Enix""]",2014
4350,Headhunter,64.1,"[""Action"", ""Stealth""]","[""modern warfare"", ""motorcycle"", ""parody"", ""quick-time events"", ""death"", ""driving"", ""futuristic"", ""action-adventure"", ""crime"", ""amnesia"", ""modern military"", ""quick time event""]","[""Sega"", ""Amuze"", ""Acclaim Entertainment""]",2001
141296,Romancing SaGa: Minstrel Song,0,"[""Fantasy""]","[""jrpg"", ""party-based combat"", ""non-linear"", ""turn-based rpg""]","[""Square Enix"", ""Square Enix Product Development Division 2""]",2005
9110,Odin Sphere,79.4,"[""Action"", ""Fantasy"", ""Historical"", ""Romance""]","[""anime"", ""magic"", ""manga"", ""norse mythology"", ""ps2"", ""death"", ""cooking"", ""chicken"", ""mythology"", ""side-scrolling"", ""fairy"", ""multiple protagonists"", ""multiple endings"", ""undead"", ""princess"", ""artificial intelligence"", ""pixel art"", ""dwarves"", ""playstation network"", ""alchemy"", ""heroes"", ""trolls"", ""boss fight"", ""sheep"", ""digital distribution"", ""leveling up"", ""world map"", ""voice acting"", ""upgradeable weapons"", ""goblins"", ""party system"", ""multiple storylines"", ""original soundtrack release"", ""save point"", ""ice stage"", ""treasure chest"", ""royalty"", ""real-time combat"", ""a.i. companion"", ""difficulty level"", ""healer"", ""plot twist"", ""linear gameplay"", ""poisoning"", ""new game plus"", ""status effects"", ""berserkers"", ""prince"", ""heroic sacrifice"", ""ps2 classics"", ""divine punishment""]","[""Square Enix"", ""Atlus"", ""Vanillaware"", ""Sony Computer Entertainment""]",2007
1207,Tales of the Abyss,81.5,"[""Action"", ""Open world""]","[""anime"", ""death"", ""cooking"", ""revenge"", ""amnesia"", ""sword & sorcery"", ""anthropomorphism"", ""leveling up"", ""human"", ""bow and arrow"", ""damsel in distress"", ""transforming boss"", ""non-player character"", ""melee"", ""real-time combat"", ""a.i. companion"", ""rock music"", ""coming of age"", ""clone"", ""plot twist"", ""pausable real time combat"", ""banter during gameplay"", ""not-so-bad guys"", ""androgyny"", ""new game plus"", ""battle screen"", ""adapted to - anime"", ""on-the-fly character switching"", ""timeskip"", ""linear motion battle system"", ""heroic sacrifice"", ""evil empire"", ""retroactive achievements"", ""lgbtq+""]","[""Bandai Namco Entertainment"", ""Namco Tales Studio""]",2005
6453,Katamari Damacy,87.4,"[""Fantasy"", ""Comedy""]","[""collecting"", ""time limit"", ""dog"", ""silent protagonist"", ""low-poly"", ""platform exclusive"", ""cow"", ""licensed soundtrack"", ""collectibles"", ""character growth"", ""royalty"", ""level select map"", ""vending machine interaction"", ""giant environment"", ""meme origin"", ""prince"", ""collection marathon"", ""ps2 classics"", ""western published japanese games"", ""planet destruction"", ""budget title"", ""game developers choice awards 2005"", ""interactive achievement awards 2005"", ""rolling ball"", ""tiny protagonist""]","[""Namco"", ""Keita Takahashi"", ""NOW Production""]",2004
1488,Gradius V,74.8,"[""Action"", ""Science fiction""]","[""shoot 'em up"", ""death"", ""flight"", ""side-scrolling"", ""high score"", ""explosion"", ""upgradeable weapons"", ""collectibles"", ""checkpoints"", ""auto-saving"", ""cheat code"", ""konami code"", ""planet jumping"", ""harder versions of earlier levels"", ""auto-scrolling levels"", ""time paradox"", ""upgradeable vehicles"", ""shoot the core""]","[""Konami"", ""G.rev"", ""Treasure""]",2004
124499,Ys I & II: Eternal Story,0,"[""Action"", ""Fantasy""]",[],"[""DigiCube"", ""Nihon Falcom""]",2003
1201,Tales of Destiny,79.9,"[""Action"", ""Open world""]","[""anime"", ""death"", ""overworld"", ""good vs evil"", ""leveling up"", ""human"", ""polygonal 3d"", ""superdeformation"", ""shopping"", ""non-player character"", ""save point"", ""save file unlockables"", ""melee"", ""real-time combat"", ""unbeatable enemies"", ""rock music"", ""pausable real time combat"", ""banter during gameplay"", ""random encounter"", ""fire manipulation"", ""dual wielding"", ""battle screen"", ""on-the-fly character switching"", ""linear motion battle system"", ""gender exclusive equipment""]","[""Wolf Team"", ""Namco""]",1997
409,Final Fantasy XI: Chains of Promathia,0,"[""Action"", ""Fantasy""]","[""magic"", ""grinding"", ""online"", ""cross-platform multiplayer"", ""alchemy"", ""clan"", ""leveling up"", ""polygonal 3d"", ""shopping"", ""party system"", ""non-player character"", ""character creation"", ""side quests"", ""potion"", ""melee"", ""real-time combat"", ""healer"", ""particle system"", ""griefing"", ""camping"", ""ancient advanced civilization technology"", ""book adaptation"", ""text dialogue"", ""status effects"", ""fictional currencies"", ""respawn justification"", ""raiding"", ""damage over time"", ""pc to console port"", ""pom-pom""]","[""Square Enix"", ""Square Enix Product Development Division 3""]",2004
193331,Rayman 3: Hoodlum Havoc,0,"[""Action"", ""Fantasy""]",[],"[""Endgame Studios"", ""Nikko""]",2006
43678,Battle Assault 3 featuring Gundam Seed,0,"[""Action"", ""Science fiction""]","[""anime"", ""mech"", ""based on - anime""]","[""Natsume Inc."", ""Bandai""]",2004
974,Resident Evil 4,87.5,"[""Action"", ""Horror"", ""Survival""]","[""zombies"", ""monsters"", ""bloody"", ""minigames"", ""quick-time events"", ""maze"", ""action-adventure"", ""backtracking"", ""achievements"", ""time limit"", ""mutants"", ""traps"", ""hostages"", ""survival horror"", ""dog"", ""over the shoulder"", ""countdown timer"", ""alternate costumes"", ""60 fps on consoles"", ""sequel is in a different genre"", ""profanity"", ""retail games with steam activation"", ""escort mission"", ""black market"", ""real-time combat"", ""a.i. companion"", ""male antagonist"", ""instant kill"", ""mercenary"", ""catapult"", ""cover system"", ""destructible environment"", ""interactive environments"", ""been here before"", ""game with chapters"", ""animation canceling"", ""wrestling moves in non-wrestling games"", ""quick time event"", ""evil organization"", ""banter during gameplay"", ""animal cruelty"", ""book adaptation"", ""ambient music"", ""fan service"", ""aggressive door-opening"", ""surprising character switches"", ""censored version"", ""innocent people die"", ""behind the waterfall"", ""breaking through windows"", ""gameplay twist"", ""running towards the screen"", ""dynamic difficulty"", ""tank controls"", ""isolation"", ""femme fatale""]","[""Capcom Production Studio 4"", ""Capcom""]",2005
21558,Arc the Lad: Twilight of the Spirits,76.0,"[""Fantasy""]","[""magic"", ""turn-based"", ""jrpg"", ""slavery"", ""grid-based movement"", ""sequel"", ""good vs evil"", ""sword & sorcery"", ""boss fight"", ""platform exclusive"", ""rivaling factions"", ""leveling up"", ""human"", ""polygonal 3d"", ""bow and arrow"", ""non-player character"", ""saving the world"", ""melee"", ""plot twist"", ""poisoning"", ""random encounter"", ""surprising character switches"", ""battle screen"", ""status effects"", ""rangers""]","[""Sony Computer Entertainment"", ""Cattle Call""]",2003
413,Final Fantasy X-2,65.6,"[""Fantasy"", ""Science fiction"", ""Open world"", ""Romance""]","[""magic"", ""grinding"", ""minigames"", ""turn-based"", ""summoning support"", ""military"", ""fashion"", ""mythology"", ""female protagonist"", ""action-adventure"", ""micromanagement"", ""multiple protagonists"", ""backtracking"", ""time limit"", ""multiple endings"", ""apocalypse"", ""artificial intelligence"", ""dialogue trees"", ""sacrifice"", ""easter egg"", ""sequel"", ""dreams"", ""sword & sorcery"", ""alchemy"", ""boss fight"", ""explosion"", ""single-player only"", ""anthropomorphism"", ""attributes"", ""rivaling factions"", ""alternate costumes"", ""customizable characters"", ""voice acting"", ""polygonal 3d"", ""licensed soundtrack"", ""party system"", ""full motion video"", ""original soundtrack release"", ""pregnancy"", ""save point"", ""treasure chest"", ""saving the world"", ""side quests"", ""branching storyline"", ""potion"", ""melee"", ""male antagonist"", ""active time battle"", ""depression"", ""healer"", ""been here before"", ""motion capture animation"", ""interquel"", ""particle system"", ""dimension travel"", ""plot twist"", ""cutscene pause"", ""tech trees"", ""teenager"", ""androgyny"", ""ancient advanced civilization technology"", ""in-engine cinematic"", ""ambient music"", ""fan service"", ""new protagonist in sequel"", ""flashback"", ""heterochromia"", ""finishing move"", ""button mashing"", ""poisoning"", ""victory music"", ""scripted events"", ""random encounter"", ""new game plus"", ""dual wielding"", ""cutscene menu"", ""fast traveling"", ""battle screen"", ""context sensitive"", ""airship"", ""status effects"", ""fictional currencies"", ""tragic hero"", ""potential love interest"", ""war veterans"", ""j-pop"", ""plane shifting"", ""reluctant hero"", ""greatest hits"", ""white magic"", ""class change"", ""armageddon"", ""passive ability"", ""metagame"", ""damage over time"", ""kill quest"", ""pom-pom"", ""international version"", ""localized soundtrack"", ""soft reset""]","[""Square Enix"", ""Square"", ""Square Product Development Division 1""]",2003
254579,Ratchet: Deadlocked,74.0,"[""Action"", ""Science fiction"", ""Comedy""]","[""anthropomorphism""]","[""Insomniac Games"", ""Sony Computer Entertainment"", ""Idol Minds""]",2013
1448,Suikoden III,80.1,[],"[""martial arts"", ""ninja"", ""magic"", ""summoning support"", ""death"", ""compilation"", ""female protagonist"", ""multiple protagonists"", ""multiple endings"", ""based on - book"", ""teleportation"", ""sequel"", ""silent protagonist"", ""puppet"", ""horse riding"", ""boss fight"", ""digital distribution"", ""anthropomorphism"", ""leveling up"", ""polygonal 3d"", ""shopping"", ""bow and arrow"", ""multiple storylines"", ""cameo appearance"", ""unlockables"", ""non-player character"", ""save point"", ""save file unlockables"", ""recruitable characters"", ""melee"", ""political thriller"", ""order and chaos"", ""changing sides"", ""reptilian humanoid"", ""one-handed gameplay"", ""power of friendship"", ""not-so-bad guys"", ""runes"", ""battle screen"", ""status effects"", ""tragic hero"", ""tribe"", ""dark second act"", ""western published japanese games"", ""renderware"", ""tragic villain"", ""fake interactivity"", ""ps2 classic"", ""interior design""]","[""Konami Computer Entertainment Tokyo"", ""Konami""]",2002
6443,WWF SmackDown!,67.8,"[""Action"", ""Non-fiction""]","[""martial arts"", ""wrestling"", ""wrestlemania"", ""brawler"", ""based on - tv show"", ""multiple protagonists"", ""online"", ""death match"", ""licensed game"", ""box art - real photos"", ""professional wrestler"", ""customizable characters"", ""character select screen"", ""voice acting"", ""polygonal 3d"", ""unlockables"", ""non-player character"", ""year in the title"", ""tag teaming"", ""character creation"", ""melee"", ""grapple"", ""commentary"", ""rock music"", ""japanese games based on western ips"", ""physics manipulation"", ""tie-in"", ""in-game announcer"", ""team deathmatch"", ""voice chat"", ""finishing move"", ""button mashing"", ""new purchase incentives"", ""wwe championship"", ""female wrestler"", ""product placement"", ""greatest hits"", ""team killing"", ""spike video game awards 2003""]","[""THQ"", ""Yuke's""]",2000
1612,Mortal Kombat: Deadly Alliance,61.0,"[""Action"", ""Horror""]","[""martial arts"", ""bloody"", ""gravity"", ""death"", ""karate"", ""special forces"", ""sequel"", ""bonus stage"", ""throwing weapons"", ""60 fps on consoles"", ""character select screen"", ""developer voice acting"", ""polygonal 3d"", ""unlockables"", ""active ability"", ""ice stage"", ""melee"", ""grapple"", ""difficulty level"", ""mercenary"", ""reptilian humanoid"", ""versus screen"", ""finishing move"", ""button mashing"", ""in-game moves list"", ""dual wielding"", ""severed limbs"", ""random character selection"", ""cryokinesis"", ""skull for a head"", ""greatest hits"", ""renderware"", ""random stage selection""]","[""Midway""]",2002
